Invoice,Amount
0888978-IN,98.17
0888993-IN,42.53
0889456-IN,8.49
0889765-IN,92.64
0889883-IN,22.31
0890001-IN,5.49
0890141-IN,335.91
S345742-IN,36.99
W264724-IN,121
W266054-IN,134.04
W266061-IN,124.88
W266157-IN,140.85
W266176-IN,17.9
W266189-IN,144.96
PB92225-PP,-1950
S071583-IN,109.38
S071615-IN,21.53
SEP0052-FC,1.11
W258505-IN,74.2
0001668-PP,-920.08
0875774-IN,5634.33
SEP0053-FC,69.89
W230027-IN,125
W266458-IN,125
CL48819-IN,30.34
W995455-PP,-500
S342674-IN,375.93
S342675-IN,235.42
W261258-IN,65
PP1122-PP,-15.29
W261668-IN,-85.68
SEP0055-FC,0.25
W258267-IN,70
PB0925-PP,-1950
S346431-IN,360.18
AUG0049-FC,1.51
SEP0056-FC,2.86
W258509-IN,100.7
W263763-IN,90.1
0100825-PP,-200
0123103-PP,-400
0123105-PP,-400
0123107-PP,-400
0123108-PP,-400
PB0925-PP,-975
0876877-IN,933.18
SEP0057-FC,11.66
W265613-IN,200
W265626-IN,100
0863493-IN,818.39
0885515-IN,1079.5
JUL0038-FC,4.83
S036648-IN,181.26
S050277-IN,1630.64
W266676-IN,12090
0100625-PP,-0.01
S345145-IN,222.22
0110420-PP,-4.24
S346654-IN,81.91
W263764-IN,75.39
PB0925-PP,-1164.15
APR0037-FC,0.88
AUG0053-FC,0.88
DEC0040-FC,0.88
FEB0055-FC,0.88
JAN0044-FC,0.88
JUL0041-FC,0.88
JUN0039-FC,0.88
MAR0044-FC,0.88
MAY0036-FC,0.88
NOV0058-FC,0.88
OCT0047-FC,0.88
SEP0049-FC,0.88
SEP0058-FC,1.75
W224262-IN,70
W258273-IN,70
W263765-IN,1.06
PB0925-PP,-3700
W255093-IN,1
PRE-PP,-1075
S071724-IN,167.13
W263767-IN,74.2
PB2025-PP,-1504.64
S344004-IN,69.11
S344010-IN,693.77
0889124-IN,30021.56
0889772-IN,16706.43
5867005-PP,-850.9
5867006-PP,17.05
5867007-PP,-880.76
5867008-PP,18.19
5867009-PP,-984.54
5867010-PP,18.15
5867011-PP,-808.03
5867012-PP,16.55
5867013-PP,-786.93
5867014-PP,15.54
5867015-PP,-1038.51
5867016-PP,19
5867017-PP,-973.71
5867018-PP,18.63
5867019-PP,-777.4
5867020-PP,15.02
5867021-PP,-898.78
5867022-PP,17.38
5867023-PP,-1046.69
5867024-PP,21.35
5867025-PP,-941.14
5867026-PP,16.41
5867027-PP,-904.05
5867028-PP,17.82
5867029-PP,-654.85
5867030-PP,11.41
5867031-PP,-765.9
5867032-PP,15.04
5867033-PP,-772.86
5867034-PP,13.73
5867035-PP,-39.85
5867036-PP,-0.26
5867037-PP,-45.34
5867038-PP,0.39
5869308-PP,-1363.99
5869309-PP,26.44
5869310-PP,-983.98
5869311-PP,16.96
5869312-PP,-1137.63
5869313-PP,20.38
5869314-PP,-838.96
5869315-PP,14.29
5869316-PP,-970.23
5869317-PP,17.85
5869318-PP,-983
5869319-PP,18.02
5869320-PP,-766.33
5869321-PP,14.4
5869322-PP,-846.95
5869323-PP,18.33
5869324-PP,-1167.47
5869325-PP,19.86
5869326-PP,-773.04
5869327-PP,16.16
5869328-PP,-875.9
5869329-PP,16.91
5869330-PP,-202.9
5869331-PP,4.51
5869332-PP,-701.37
5869333-PP,13.62
5869334-PP,-797.41
5869335-PP,15.12
5869336-PP,-77.56
5869337-PP,-1.08
5871642-PP,-867.7
5871643-PP,16.81
5871644-PP,-1111.61
5871645-PP,18.62
5871646-PP,-1153.05
5871647-PP,22.32
5871648-PP,-1151.94
5871649-PP,22.55
5871650-PP,-693.97
5871651-PP,13.3
5871652-PP,-860.81
5871653-PP,15.52
5871654-PP,-829.96
5871655-PP,15.56
5871656-PP,-793.36
5871657-PP,14.73
5871658-PP,-925.15
5871659-PP,14.89
5871660-PP,-869.65
5871661-PP,19.44
5871662-PP,-905.58
5871663-PP,17.93
5871664-PP,-791.35
5871665-PP,13.87
5871666-PP,-271.27
5871667-PP,4.88
5871668-PP,-699.76
5871669-PP,14.68
5871670-PP,-872.12
5871671-PP,17.33
5871672-PP,-779.97
5871673-PP,14.84
5874089-PP,-874.07
5874090-PP,16.53
5874091-PP,-856.22
5874092-PP,15.06
5874093-PP,-774.04
5874094-PP,14.14
5874095-PP,-973.33
5874096-PP,17.68
5874097-PP,-968.64
5874098-PP,17.56
5874099-PP,-1029.32
5874100-PP,18.51
5874101-PP,-1133.08
5874102-PP,20.55
5874103-PP,-1124.39
5874104-PP,20.25
5874105-PP,-829.14
5874106-PP,15.65
5874107-PP,-1747.18
5874108-PP,30.07
5874109-PP,-913.72
5874110-PP,17.34
5874111-PP,-996.31
5874112-PP,16.4
5874113-PP,-804.55
5874114-PP,15.52
5874115-PP,-324.06
5874116-PP,4.85
5874117-PP,-906.56
5874118-PP,16.98
5874119-PP,-831.41
5874120-PP,15.74
5874121-PP,-59.95
5874122-PP,0.6
S345443-IN,335.7
S346135-IN,323.93
W266083-IN,141.77
CASH23-PP,-128.46
FM1024-PP,-1186
FM92925-PP,-1124
W264364-IN,70
CASH24-PP,-11.07
FM0924-PP,-1969
5874542-PP,-793
AUG0055-FC,325.51
JUL0043-FC,154.2
SEP0059-FC,325.51
W265614-IN,95
PP1025-PP,-0.34
W264367-IN,75
0889740-IN,153.25
CL47794-IN,1005.27
W264369-IN,70
LP0125-PP,-200
LP0225-PP,-200
LP0325-PP,-200
LP0425-PP,-200
LP0525-PP,-200
LP0625-PP,-200
LP0725-PP,-200
LP0825-PP,-200
LP0925-PP,-120
LP1224-PP,-200
W229561-IN,89
W265615-IN,65
PB0925-PP,-1950
PB0923-PP,-1218
CL47704-IN,282.47
CL49261-IN,698.72
CL49327-IN,107.07
0100825-PP,-647.5
S313396-IN,747.66
S343941-IN,635.33
0206575-PP,-7.99
W266201-IN,132.5
W266328-IN,70
CL48200-IN,267.45
W266202-IN,75
W263267-IN,74.2
LP0625-PP,-133
LP0725-PP,-133
LP0825-PP,-133
LP0925-PP,-133
PP1025-PP,-225
PB0925-PP,-2340
PB0925-PP,-975
W264372-IN,95
0012925-PP,-165
0022625-PP,-165
0040825-PP,-165
0042925-PP,-165
0052825-PP,-165
0063025-PP,-165
0073125-PP,-40
0082225-PP,-40
0092425-PP,-40
0122324-PP,-165
S341536-IN,204.84
W266203-IN,75
S071913-IN,390.6
0888970-IN,304.5
APR0041-FC,1.24
AUG0061-FC,1.24
DEC0055-FC,1.24
FEB0060-FC,1.24
JAN0049-FC,1.24
JUL0048-FC,1.24
JUN0043-FC,1.24
MAR0050-FC,1.24
MAY0041-FC,1.24
SEP0061-FC,1.24
W234069-IN,99
PB0924-PP,-4975
PB0925-PP,-4875
5873787-PP,-35.7
5873788-PP,0.98
W266204-IN,95
S344734-IN,239.76
0888582-IN,35007.81
0889353-IN,32797.42
5874506-PP,-788.54
5874507-PP,13.05
5874508-PP,-910.91
5874509-PP,17.3
5874510-PP,-982.17
5874511-PP,16.46
5874512-PP,-945.09
5874513-PP,17.09
5874514-PP,-1031.84
5874515-PP,18.61
5874516-PP,-1867.45
5874517-PP,30.19
5874518-PP,-806.35
5874519-PP,15.33
5874520-PP,-864.04
5874521-PP,15.75
5874522-PP,-2143.28
5874523-PP,35.67
5874524-PP,-959.53
5874525-PP,17.82
5874526-PP,-986.84
5874527-PP,16.11
5874528-PP,-968.34
5874529-PP,15.67
5874530-PP,-834.97
5874531-PP,15.38
5874532-PP,-226.33
5874533-PP,5.14
5874534-PP,-724.16
5874535-PP,13.65
5874536-PP,-778.67
5874537-PP,13.64
5874538-PP,-29.38
5874539-PP,-0.59
5874540-PP,-183.16
5874541-PP,-3.06
W266107-IN,129.37
0008407-PP,-70
P0825-PP,-40.97
0886408-IN,1274.13
S345752-IN,654.5
S071621-IN,294.53
0889313-IN,12730.75
0889577-IN,29345.81
0889606-IN,12572.47
0889659-IN,16045.39
0889661-IN,14440.87
0889778-IN,16782.08
0889856-IN,12680.8
LP0125-PP,-25
LP0225-PP,-25
LP0325-PP,-25
LP0425-PP,-25
LP0525-PP,-25
LP0625-PP,-25
LP0725-PP,-97
LP0825-PP,-97
LP0924-PP,-25
LP0925-PP,-97
LP1024-PP,-25
LP1124-PP,-25
LP1224-PP,-25
0882549-IN,202.48
SEP0062-FC,2.53
0063025-PP,-81.21
0091024-PP,-10
0887298-IN,502.81
S339199-IN,49.14
SEP0063-FC,0.61
0081425-PP,-22.22
0060525-PP,-775.98
0849586-IN,97.14
S344792-IN,1098.83
PB0925-PP,-1462.5
PB0925-PP,-1612.5
PP1025-PP,-0.06
SEP0064-FC,8.71
S346296-IN,708.85
S345083-IN,204.92
S341290-IN,537.44
SEP0065-FC,5.06
W266015-IN,16
5874595-PP,-1083.55
5874596-PP,27.58
0889286-IN,24844.05
S050578-IN,458.15
VC10.14-PP,-508.64
S345203-IN,208.87
S345204-IN,71.23
0052925-PP,-200
0061225-PP,-200
0072525-PP,-200
LP05925-PP,-200
LP0825-PP,-200
W263772-IN,180.2
0011524-PP,-3627
0836414-IN,247.8
0837760-IN,257.89
0837761-IN,75.71
0839308-IN,182.18
0840807-IN,262.63
0878414-IN,108.84
0881791-IN,191.65
0883587-IN,338.34
0885229-IN,137.23
0885461-IN,586
0886966-IN,160.89
0886969-IN,59.15
0888446-IN,137.23
0890123-IN,224.77
W189572-IN,-186.75
0000625-PP,-150
0051925-PP,-150
0073125-PP,-150
0082525-PP,-150
0091125-PP,-150
PB0924-PP,-100.16
PB0925-PP,-1950
S050378-IN,396.05
0887539-IN,290.94
FM1025-PP,-932
S345320-IN,229.96
S049335-IN,1110
SEP0066-FC,13.88
CASH25-PP,-413.95
FM0225-PP,-1556
W264374-IN,75
S339674-IN,526.75
SEP0067-FC,5.27
FM0925-PP,-1878
FM1124-PP,-1969
W266205-IN,70
0885402-IN,557.65
0887087-IN,698
0888663-IN,779.23
AUG0065-FC,3.68
S340400-IN,164.87
SEP0068-FC,3.68
W258514-IN,80.78
0885586-IN,295.82
APR0048-FC,9
AUG0066-FC,9.93
FEB0072-FC,5.39
JUL0054-FC,9.93
JUN0050-FC,9
MAR0060-FC,5.39
MAY0049-FC,9
S035441-IN,431.42
S035898-IN,288.34
SEP0069-FC,9.93
W253889-IN,75
S345275-IN,162.71
S346008-IN,161.62
S049818-IN,549.59
APR0050-FC,5.23
AUG0070-FC,0.63
DEC0070-FC,8.85
FEB0074-FC,5.23
JAN0061-FC,5.23
JUL0056-FC,0.63
JUN0052-FC,0.63
MAR0062-FC,5.23
MAY0051-FC,5.23
NOV0088-FC,4.25
OCT0067-FC,4.25
SEP0067-FC,4.25
SEP0070-FC,0.63
W236353-IN,50
AUG0071-FC,11.07
JUL0057-FC,11.07
JUN0053-FC,11.07
MAY0052-FC,11.07
S329461-IN,737.78
SEP0071-FC,11.07
0012925-PP,-80
0092525-PP,-456.26
S290676-IN,314.5
0877173-IN,243.27
S071940-IN,486.65
S344621-IN,202.34
0886854-IN,901.9
0887832-IN,1817.24
0887833-IN,268.02
0889531-IN,896.69
0889532-IN,349.67
S048257-IN,128.21
S343424-IN,77.7
SEP0073-FC,1.6
0886324-IN,278.02
JUL0058-FC,0.58
S036658-IN,180.54
SEP0074-FC,0.33
W250651-IN,75
0849673-IN,1484.08
0889453-IN,1051.94
AUG0075-FC,43.58
FEB0076-FC,22.26
JUL0059-FC,22.26
JUN0055-FC,22.26
MAR0066-FC,21.32
SEP0075-FC,22.26
S050192-IN,1933.57
CASH25-PP,-765.25
FM0325-PP,-1761
S071680-IN,92.93
0885384-IN,7007.97
0885858-IN,1473.9
0886896-IN,2241.48
0887056-IN,7045.58
0888326-IN,3090.52
0888366-IN,2079.34
0888924-IN,12130.99
S345279-IN,5292.1
0885703-IN,782.93
CL49223-IN,767.11
CL49356-IN,648.21
0879622-IN,1862.64
0880395-IN,103.17
0881673-IN,927.1
0882906-IN,2478.97
0883127-IN,732.36
0884784-IN,448.74
5874593-PP,-627.77
5874594-PP,17.34
S050126-IN,224.96
APR0053-FC,18.37
AUG0077-FC,3.87
DEC0073-FC,13.13
FEB0082-FC,18.37
JAN0065-FC,18.37
JUL0062-FC,18.37
JUN0058-FC,18.37
MAR0070-FC,18.37
MAY0055-FC,18.37
NOV0092-FC,2.72
S342069-IN,1438.56
SEP0076-FC,3.87
CASH23-PP,-110
FM0924-PP,-1293
0021424-PP,-300
0022525-PP,-100
0031224-PP,-100
0032825-PP,-100
0042524-PP,-100
0052024-PP,-100
0060225-PP,-100
0062325-PP,-100
0071524-PP,-100
0092424-PP,-100
0102824-PP,-100
LP0823-PP,-300
S337304-IN,374.5
SEP0077-FC,2.62
PB1025-PP,-1462.5
0889761-IN,30841.85
5855907-PP,-888.89
5855908-PP,15.56
5855909-PP,-1170.01
5855910-PP,22.45
5855911-PP,-1147.6
5855912-PP,20.59
5855913-PP,-764
5855914-PP,15.1
5855915-PP,-885.59
5855916-PP,18.02
5855917-PP,-300.22
5855918-PP,4.5
5855919-PP,-862.16
5855920-PP,18.2
5858500-PP,-921.04
5858501-PP,17.09
5858502-PP,-1052.2
5858503-PP,19.58
5858504-PP,-857.41
5858505-PP,17.65
5858506-PP,-940.23
5858507-PP,18.85
5858508-PP,-1172.19
5858509-PP,20.99
5858510-PP,-296.26
5858511-PP,5.74
5858512-PP,-897.19
5858513-PP,17.65
5860730-PP,-26.25
5860731-PP,0.29
5860732-PP,-926.96
5860733-PP,18.42
5860734-PP,-989.16
5860735-PP,16.36
5860736-PP,-804.71
5860737-PP,16.68
5860738-PP,-1037.11
5860739-PP,19.04
5860740-PP,-239.59
5860741-PP,4.5
5860742-PP,-842.83
5860743-PP,16.55
5863074-PP,-991.96
5863075-PP,19.36
5863076-PP,-950.57
5863077-PP,20.68
5863078-PP,-1070.7
5863079-PP,20.42
5863080-PP,-759.81
5863081-PP,15.85
5863082-PP,-329.36
5863083-PP,7.41
5863084-PP,-1103.94
5863085-PP,21.08
5865166-PP,-833.65
5865167-PP,17.76
5865168-PP,-1224.61
5865169-PP,23.86
5865170-PP,-918.06
5865171-PP,18.8
5865172-PP,-1005.94
5865173-PP,18.6
5865174-PP,-857.01
5865175-PP,19.11
5865176-PP,-856.02
5865177-PP,16.4
5867413-PP,-1151.63
5867414-PP,22.53
5867415-PP,-1121.19
5867416-PP,23.3
5867417-PP,-859.37
5867418-PP,17.36
5867419-PP,-1112.56
5867420-PP,22.91
5867421-PP,-988.8
5867422-PP,19.54
5867423-PP,-1179.17
5867424-PP,22.83
5867425-PP,-856.27
5867426-PP,16.34
5869713-PP,-990.25
5869714-PP,17.72
5869715-PP,-1026.31
5869716-PP,21.07
5869717-PP,-971.51
5869718-PP,17.56
5869719-PP,-1119.68
5869720-PP,23.5
5869721-PP,-1122.6
5869722-PP,20.02
5869723-PP,-695.99
5869724-PP,13.7
5872064-PP,-1062.83
5872065-PP,19.23
5872066-PP,-796.07
5872067-PP,15.92
5872068-PP,-937.88
5872069-PP,18.71
5872070-PP,-1094.54
5872071-PP,20.57
5872072-PP,-930.96
5872073-PP,19.72
5872074-PP,-992.03
5872075-PP,19.08
5874543-PP,-840.52
5874544-PP,17.9
5874545-PP,-953.99
5874546-PP,17.32
5874547-PP,-997.46
5874548-PP,19.9
5874549-PP,-1182.88
5874550-PP,21.66
5874551-PP,-1139.02
5874552-PP,21.36
5874553-PP,-895.78
5874554-PP,16.81
5874555-PP,-473.22
5874556-PP,8.48
5874557-PP,-938.31
5874558-PP,18.43
W266108-IN,193.75
0082925-PP,-363
0091225-PP,-791.82
S343660-IN,809.75
S345419-IN,914.03
0061625-PP,-39.96
0100225-PP,-114.14
CL49262-IN,4303
CL49328-IN,116.21
0051324-PP,-436.02
AUG0081-FC,0.88
JUL0064-FC,0.88
JUN0059-FC,0.88
MAY0057-FC,0.88
SEP0079-FC,0.88
W244775-IN,70
0889722-IN,29260.77
S050452-IN,960.23
AUG0082-FC,10.42
JUL0066-FC,10.42
SEP0080-FC,10.42
PB0925-PP,-1538.01
S340820-IN,656.25
SEP0082-FC,6.84
PB0925-PP,-1755
AUG0084-FC,1.93
JUL0067-FC,1.93
S021204-IN,128.7
SEP0083-FC,1.93
0052225-PP,-50
0062025-PP,-50
PP0725-PP,-50
PP0825-PP,-50
PP0925-PP,-50
S071935-IN,481.78
S338254-IN,46.73
S338255-IN,110.08
SEP0084-FC,2.35
0880084-IN,412.5
0880398-IN,142.85
0884862-IN,1100
0886250-IN,1000
0888176-IN,2672.34
0888756-IN,474.86
S071424-IN,93.03
W263775-IN,75.39
0091725-PP,-5.66
0101025-PP,-556.66
0120524-PP,-0.05
PP1123-PP,-586
S034418-IN,556.67
S345623-IN,1147.66
APR0055-FC,1.24
AUG0087-FC,1.24
DEC0076-FC,1.24
FEB0087-FC,1.24
JAN0073-FC,1.24
JUL0069-FC,1.24
JUN0062-FC,1.24
MAR0076-FC,1.24
MAY0059-FC,1.24
SEP0085-FC,1.24
W234023-IN,99
S071959-IN,152.51
S050291-IN,411.4
S021457-IN,264.85
SEP0086-FC,1.11
S048269-IN,451.3
S342404-IN,352.85
S342405-IN,162.53
S344655-IN,274.91
S344656-IN,202.42
PB1025-PP,-1575
SEP0089-FC,0.99
W259290-IN,79
SEP0090-FC,1.11
W259291-IN,89
5871028-PP,-167.69
5871029-PP,1.94
5873408-PP,-300.67
5873409-PP,5.57
5873410-PP,-331.2
5873411-PP,5.93
W266253-IN,85
AUG0091-FC,0.88
SEP0092-FC,0.88
W258280-IN,70
0060425-PP,-33.73
W263778-IN,100.7
W264375-IN,125
AUG0094-FC,3.29
S337699-IN,263.01
SEP0095-FC,4.23
W258281-IN,75
0071323-PP,-105.93
SEP0096-FC,1.24
0888254-IN,237.74
APR0062-FC,1.24
AUG0089-FC,1.24
AUG0095-FC,2.48
DEC0083-FC,1.24
FEB0094-FC,1.24
JAN0078-FC,1.24
JUL0073-FC,2.48
JUL0084-FC,1.49
JUN0066-FC,1.24
MAR0084-FC,1.24
MAY0065-FC,1.24
NOV0106-FC,1.24
OCT0089-FC,1.24
SEP0094-FC,1.24
SEP0097-FC,2.48
W222081-IN,99
W254882-IN,99
0888255-IN,185.21
W262817-IN,99
S036628-IN,60.15
0889329-IN,33617.25
W266136-IN,165.15
AUG0096-FC,1.06
JUL0074-FC,1.06
SEP0098-FC,1.06
W250670-IN,85
S049377-IN,226.63
SEP0099-FC,2.83
S343163-IN,180
SEP0100-FC,0.88
W258283-IN,70
SEP0101-FC,1.24
W262651-IN,99
S036504-IN,394.28
SEP0102-FC,5.91
W264378-IN,100.7
0062425-PP,-95
APR0065-FC,1.19
AUG0097-FC,1.19
DEC0085-FC,1.19
FEB0097-FC,1.19
JAN0080-FC,1.19
JUL0075-FC,1.19
JUN0067-FC,1.19
MAR0086-FC,1.19
MAY0068-FC,1.19
NOV0110-FC,1.19
OCT0095-FC,1.19
SEP0099-FC,1.19
SEP0103-FC,1.19
W224286-IN,95
0081925-PP,-9.55
S339823-IN,511.74
SEP0104-FC,6.4
W264379-IN,95
W263779-IN,74.2
S337969-IN,417.92
S338620-IN,592
0760726-IN,-20
APR0067-FC,131.54
AUG0098-FC,132.17
FEB0098-FC,67.86
JAN0083-FC,51.53
JUL0076-FC,132.17
JUN0068-FC,132.17
MAR0087-FC,82.25
MAY0069-FC,131.54
S037984-IN,1184.96
S038387-IN,2937.27
S040864-IN,1256.39
S043020-IN,1151.16
S043844-IN,3943.78
SEP0106-FC,132.17
W236273-IN,50
W247901-IN,50
APR0068-FC,3.32
AUG0099-FC,3.32
FM1025-PP,-1475
JUL0077-FC,3.32
JUN0069-FC,3.32
MAR0088-FC,3.32
MAY0070-FC,3.32
S322837-IN,818.37
S346268-IN,580.16
S346269-IN,555.56
SEP0107-FC,2.71
W264380-IN,190
S048191-IN,358.9
SEP0108-FC,4.49
S036674-IN,162.8
0112322-PP,-65
S049720-IN,1140.9
SEP0109-FC,14.26
0889503-IN,129.29
CL49357-IN,8608.51
S298998-IN,53.1
PB0924-PP,-1194
PB0925-PP,-975
S050511-IN,241.61
0082625-PP,-15
0122223-PP,-100
W233930-IN,89
S345108-IN,260.11
0100825-PP,-99
W266206-IN,150
S344865-IN,112.17
SEP0110-FC,3.88
W262656-IN,99
PB0925-PP,-701.5
FA0225-PP,-1039
S343976-IN,291
S036675-IN,194.22
W266207-IN,95
W264385-IN,100.7
W266460-IN,74.2
0003160-PP,-50
LP0124-PP,-50
LP0125-PP,-40
LP01424-PP,-50
LP0225-PP,-40
LP0324-PP,-50
LP0325-PP,-40
LP0424-PP,-50
LP0425-PP,-40
LP0525-PP,-40
LP0624-PP,-50
LP0625-PP,-40
LP0724-PP,-50
LP0725-PP,-40
LP0824-PP,-40
LP0924-PP,-40
LP0925-PP,-40
LP1024-PP,-40
LP1124-PP,-30
LP1224-PP,-79.5
LP42924-PP,-50
PP1025-PP,-40
S342999-IN,52.36
0888754-IN,520.48
0888754-PP,-520.48
PB0925-PP,-1365
S071925-IN,175.35
PB0925-PP,-1772.93
W266208-IN,70
W262659-IN,89
W266209-IN,75
0881187-IN,918.34
0890000-IN,228.42
0887216-IN,657.95
0112924-PP,-0.3
PP0822-PP,-115.54
PB0925-PP,-1199.25
S050355-IN,377.93
SEP0113-FC,1.51
W213729-IN,267.5
S345519-IN,507.62
AUG0101-FC,6.27
S036642-IN,437.68
S345646-IN,393.29
S345647-IN,196.25
W263271-IN,216
0062323-PP,-2774
0100824-PP,-50
W263070-IN,50
NSF0839-IN,30
S337600-IN,223.47
S605501-IN,293.08
5873813-PP,-401.68
5873814-PP,11.05
W266210-IN,125
S340264-IN,88.9
SEP0114-FC,1.33
LP0125-PP,-114
LP0225-PP,-114
LP0325-PP,-114
LP0425-PP,-114
LP0525-PP,-114
LP0625-PP,-114
LP0725-PP,-114
LP0825-PP,-50
LP0925-PP,-50
LP1124-PP,-114
LP1224-PP,-114
JUL0081-FC,1.38
S335590-IN,374.76
SEP0115-FC,4.18
S345569-IN,73.92
FA1224-PP,-1039
PB0925-PP,-1950
S048860-IN,260.48
SEP0116-FC,3.26
5875010-PP,-608.18
5875011-PP,12.61
5875012-PP,-998.89
5875013-PP,20.06
5875014-PP,-848.55
5875015-PP,16.07
5875016-PP,-1016.51
5875017-PP,17.84
5875018-PP,-920.07
5875019-PP,16.8
5875020-PP,-995.55
5875021-PP,19.95
5875022-PP,-968.65
5875023-PP,18.82
5875024-PP,-680.6
5875025-PP,15.13
5875026-PP,-757.69
5875027-PP,14.95
5875028-PP,-442.72
5875029-PP,11.22
5875030-PP,-651.94
5875031-PP,14.12
W266130-IN,281.7
0031025-PP,-562.5
S341278-IN,744.1
SEP0117-FC,11.16
S066311-IN,451.44
S071932-IN,612.15
PB0924-PP,-6426
PB0925-PP,-4625
5874708-PP,-45.71
5874709-PP,1.03
S332164-IN,643.68
W250921-IN,74.2
W263781-IN,74.2
S035452-IN,119.72
W264386-IN,1
0889330-IN,28715.39
5871101-PP,-941.18
5871102-PP,15.33
5871103-PP,-902.8
5871104-PP,17.58
5871105-PP,-777.73
5871106-PP,15.16
5871107-PP,-676.2
5871108-PP,13.08
5871109-PP,-933.28
5871110-PP,13.46
5871111-PP,-1071.86
5871112-PP,16.88
5871113-PP,-821.66
5871114-PP,13.64
5871115-PP,-215.71
5871116-PP,4.07
5871117-PP,-691.6
5871118-PP,12.4
5871119-PP,-14.45
5871120-PP,-0.95
5873486-PP,-780.06
5873487-PP,14.67
5873488-PP,-892.54
5873489-PP,13.72
5873490-PP,-989.95
5873491-PP,13.55
5873492-PP,-962.97
5873493-PP,15.44
5873494-PP,-903.74
5873495-PP,14.06
5873496-PP,-1156.65
5873497-PP,17.46
5873498-PP,-1175.5
5873499-PP,18.26
5873500-PP,-10.67
5873501-PP,0.22
5873502-PP,-715.72
5873503-PP,11.57
5873504-PP,-813.35
5873505-PP,13.95
W266059-IN,129.37
0859323-IN,-1149.19
APR0076-FC,11.98
JUN0077-FC,3.13
MAY0079-FC,9.36
S346632-IN,104.16
0878376-IN,1172.3
0889812-IN,950
0889666-IN,20772.46
5854036-PP,-830.03
5854037-PP,15.85
5854038-PP,-684.98
5854039-PP,13.97
5854040-PP,-1020.72
5854041-PP,18.48
5854042-PP,-914.58
5854043-PP,20.35
5854044-PP,-260.26
5854045-PP,5.75
5854046-PP,-681.56
5854047-PP,14.78
5856563-PP,-711.84
5856564-PP,15.32
5856565-PP,-739.36
5856566-PP,15.8
5856567-PP,-574.85
5856568-PP,12.66
5856569-PP,-799.76
5856570-PP,16.47
5856571-PP,-426.05
5856572-PP,9.87
5856573-PP,-650.77
5856574-PP,14.53
5859240-PP,-673.25
5859241-PP,14.81
5859242-PP,-689.05
5859243-PP,15.33
5859244-PP,-818
5859245-PP,17.43
5859246-PP,-846.12
5859247-PP,16.25
5859248-PP,-973.05
5859249-PP,21.62
5859250-PP,-72.75
5859251-PP,1.5
5859252-PP,-704.24
5859253-PP,14.48
5859254-PP,-718.49
5859255-PP,15.82
5861346-PP,-661.94
5861347-PP,13.41
5861348-PP,-883.77
5861349-PP,18.09
5861350-PP,-824.81
5861351-PP,15.82
5861352-PP,-547.37
5861353-PP,12.94
5861354-PP,-57.13
5861355-PP,1.47
5861356-PP,-728.07
5861357-PP,15.35
5861358-PP,-689.39
5861359-PP,14.55
5863648-PP,-801.38
5863649-PP,17.55
5863650-PP,-662.55
5863651-PP,15.42
5863652-PP,-897.18
5863653-PP,18.78
5863654-PP,-274.48
5863655-PP,5.96
5863656-PP,-640.46
5863657-PP,14.89
5865750-PP,-584.9
5865751-PP,12.69
5865752-PP,-713.85
5865753-PP,16.63
5865754-PP,-730.39
5865755-PP,16.75
5865756-PP,-824.9
5865757-PP,16.34
5865758-PP,-380.6
5865759-PP,9.21
5865760-PP,-669.92
5865761-PP,15.85
5868019-PP,-705.86
5868020-PP,13.81
5868021-PP,-746.94
5868022-PP,15.68
5868023-PP,-609.06
5868024-PP,15.5
5868025-PP,-695.65
5868026-PP,15.36
5868027-PP,-33.39
5868028-PP,0.89
5868029-PP,-679.03
5868030-PP,14.66
5870341-PP,-917.1
5870342-PP,17.58
5870343-PP,-828.03
5870344-PP,17.19
5870345-PP,-857.4
5870346-PP,17.18
5870347-PP,-772.38
5870348-PP,16.6
5870349-PP,-64.8
5870350-PP,1.35
5870351-PP,-202.36
5870352-PP,5.21
5870353-PP,-694.19
5870354-PP,14.78
5872708-PP,-722.46
5872709-PP,14.99
5872710-PP,-764.75
5872711-PP,16.54
5872712-PP,-769.17
5872713-PP,17.99
5872714-PP,-955.3
5872715-PP,17.5
5872716-PP,-39.24
5872717-PP,0.87
5872718-PP,-813.86
5872719-PP,15.79
5872720-PP,-680.92
5872721-PP,15.15
5875241-PP,-717.28
5875242-PP,15.13
5875243-PP,-714.56
5875244-PP,16.37
5875245-PP,-922.17
5875246-PP,18.97
5875247-PP,-837.34
5875248-PP,17.07
5875249-PP,-886.53
5875250-PP,17.12
5875251-PP,-502.88
5875252-PP,12.3
5875253-PP,-813.92
5875254-PP,16.6
W266146-IN,227.14
0103124-PP,-390
S340422-IN,285.42
SEP0119-FC,3.94
0011625-PP,-41.16
0888661-IN,1653.86
S042276-IN,1126.25
S042672-IN,622.71
S049788-IN,805.22
S050009-IN,364
AUG0105-FC,5.98
JUL0086-FC,5.98
JUN0079-FC,5.98
MAY0082-FC,5.98
S035878-IN,383.5
SEP0120-FC,5.98
W244779-IN,95
FA1224-PP,-1039
100725C-PP,-33.96
S048832-IN,535.48
SEP0122-FC,6.69
S346046-IN,660.62
PB0925-PP,-2925
S046617-IN,411.6
W237253-CM,-533.75
W266002-IN,30
0841586-IN,1755
0884219-IN,16928.99
0080425-PP,-75
0090225-PP,-75
0100225-PP,-75
PP0925-PP,-100
